OID_,Value,Count,hi_maui_co,hi_maui__1,Red,Green,Blue,Opacity,1992_Code,1992_Class,2001_Code,2001_Class,Class_Name,Bivariate_,1992_Color,1992_Col_1,1992_Col_2,2001_Color,2001_Col_1,2001_Col_2,Change_Red,Change_Gre,Change_Blu
,41,0.000000000000000,2,16,61,0,61,255,2,High Intensity Developed,16,Estuarine Forested Wetland,High Intensity Developed to Estuarine Forested Wetland,216,0.949019607843000,0.949019607843000,0.949019607843000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,42,0.000000000000000,2,17,110,0,110,255,2,High Intensity Developed,17,Estuarine Scrub/Shrub Wetland,High Intensity Developed to Estuarine Scrub/Shrub Wetland,217,0.949019607843000,0.949019607843000,0.949019607843000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,43,0.000000000000000,2,18,176,0,176,255,2,High Intensity Developed,18,Estuarine Emergent Wetland,High Intensity Developed to Estuarine Emergent Wetland,218,0.949019607843000,0.949019607843000,0.949019607843000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,44,0.000000000000000,2,19,0,242,242,255,2,High Intensity Developed,19,Unconsolidated Shore,High Intensity Developed to Unconsolidated Shore,219,0.949019607843000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,45,0.000000000000000,2,20,242,242,0,255,2,High Intensity Developed,20,Bare Land,High Intensity Developed to Bare Land,220,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,46,0.000000000000000,2,21,0,0,120,255,2,High Intensity Developed,21,Water,High Intensity Developed to Water,221,0.949019607843000,0.949019607843000,0.949019607843000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,47,0.000000000000000,2,22,0,0,242,255,2,High Intensity Developed,22,Palustrine Aquatic Bed,High Intensity Developed to Palustrine Aquatic Bed,222,0.949019607843000,0.949019607843000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
,48,0.000000000000000,2,23,102,117,219,255,2,High Intensity Developed,23,Estuarine Aquatic Bed,High Intensity Developed to Estuarine Aquatic Bed,223,0.949019607843000,0.949019607843000,0.949019607843000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000
,49,0.000000000000000,2,24,250,209,0,255,2,High Intensity Developed,24,Tundra,High Intensity Developed to Tundra,224,0.949019607843000,0.949019607843000,0.949019607843000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000
,50,0.000000000000000,2,25,171,250,240,255,2,High Intensity Developed,25,Snow/Ice,High Intensity Developed to Snow/Ice,225,0.949019607843000,0.949019607843000,0.949019607843000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000
,51,0.000000000000000,3,1,0,0,0,255,3,Medium Intensity Developed,1,Unclassified,Medium Intensity Developed to Unclassified,301,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,52,91.000000000000000,3,2,242,242,242,255,3,Medium Intensity Developed,2,High Intensity Developed,Medium Intensity Developed to High Intensity Developed,302,0.658823529412000,0.600000000000000,0.658823529412000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000
,53,23057.000000000000000,3,3,194,217,222,255,3,Medium Intensity Developed,3,Medium Intensity Developed,Medium Intensity Developed to Medium Intensity Developed,303,0.658823529412000,0.600000000000000,0.658823529412000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000
,54,4.000000000000000,3,4,143,117,125,255,3,Medium Intensity Developed,4,Low Intensity Developed,Medium Intensity Developed to Low Intensity Developed,304,0.658823529412000,0.600000000000000,0.658823529412000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000
,55,19.000000000000000,3,5,194,204,56,255,3,Medium Intensity Developed,5,Developed Open Space,Medium Intensity Developed to Developed Open Space,305,0.658823529412000,0.600000000000000,0.658823529412000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000
,56,0.000000000000000,3,6,84,33,0,255,3,Medium Intensity Developed,6,Cultivated,Medium Intensity Developed to Cultivated,306,0.658823529412000,0.600000000000000,0.658823529412000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000
,57,0.000000000000000,3,7,194,161,79,255,3,Medium Intensity Developed,7,Pasture/Hay,Medium Intensity Developed to Pasture/Hay,307,0.658823529412000,0.600000000000000,0.658823529412000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000
,58,1.000000000000000,3,8,242,186,135,255,3,Medium Intensity Developed,8,Grassland,Medium Intensity Developed to Grassland,308,0.658823529412000,0.600000000000000,0.658823529412000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000
,59,0.000000000000000,3,9,0,242,0,255,3,Medium Intensity Developed,9,Deciduous Forest,Medium Intensity Developed to Deciduous Forest,309,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000
,60,2.000000000000000,3,10,0,59,0,255,3,Medium Intensity Developed,10,Evergreen Forest,Medium Intensity Developed to Evergreen Forest,310,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000
,61,0.000000000000000,3,11,8,161,59,255,3,Medium Intensity Developed,11,Mixed Forest,Medium Intensity Developed to Mixed Forest,311,0.658823529412000,0.600000000000000,0.658823529412000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000
,62,1.000000000000000,3,12,110,110,0,255,3,Medium Intensity Developed,12,Scrub/Shrub,Medium Intensity Developed to Scrub/Shrub,312,0.658823529412000,0.600000000000000,0.658823529412000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000
,63,0.000000000000000,3,13,0,92,92,255,3,Medium Intensity Developed,13,Palustrine Forested Wetland,Medium Intensity Developed to Palustrine Forested Wetland,313,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000
,64,0.000000000000000,3,14,242,110,0,255,3,Medium Intensity Developed,14,Palustrine Scrub/Shrub Wetland,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,314,0.658823529412000,0.600000000000000,0.658823529412000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000
,65,0.000000000000000,3,15,242,0,242,255,3,Medium Intensity Developed,15,Palustrine Emergent Wetland,Medium Intensity Developed to Palustrine Emergent Wetland,315,0.658823529412000,0.600000000000000,0.658823529412000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000
,66,0.000000000000000,3,16,61,0,61,255,3,Medium Intensity Developed,16,Estuarine Forested Wetland,Medium Intensity Developed to Estuarine Forested Wetland,316,0.658823529412000,0.600000000000000,0.658823529412000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,67,0.000000000000000,3,17,110,0,110,255,3,Medium Intensity Developed,17,Estuarine Scrub/Shrub Wetland,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,317,0.658823529412000,0.600000000000000,0.658823529412000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,68,0.000000000000000,3,18,176,0,176,255,3,Medium Intensity Developed,18,Estuarine Emergent Wetland,Medium Intensity Developed to Estuarine Emergent Wetland,318,0.658823529412000,0.600000000000000,0.658823529412000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,69,0.000000000000000,3,19,0,242,242,255,3,Medium Intensity Developed,19,Unconsolidated Shore,Medium Intensity Developed to Unconsolidated Shore,319,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,70,0.000000000000000,3,20,242,242,0,255,3,Medium Intensity Developed,20,Bare Land,Medium Intensity Developed to Bare Land,320,0.658823529412000,0.600000000000000,0.658823529412000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,71,0.000000000000000,3,21,0,0,120,255,3,Medium Intensity Developed,21,Water,Medium Intensity Developed to Water,321,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,72,0.000000000000000,3,22,0,0,242,255,3,Medium Intensity Developed,22,Palustrine Aquatic Bed,Medium Intensity Developed to Palustrine Aquatic Bed,322,0.658823529412000,0.600000000000000,0.658823529412000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
,73,0.000000000000000,3,23,102,117,219,255,3,Medium Intensity Developed,23,Estuarine Aquatic Bed,Medium Intensity Developed to Estuarine Aquatic Bed,323,0.658823529412000,0.600000000000000,0.658823529412000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000
,74,0.000000000000000,3,24,250,209,0,255,3,Medium Intensity Developed,24,Tundra,Medium Intensity Developed to Tundra,324,0.658823529412000,0.600000000000000,0.658823529412000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000
,75,0.000000000000000,3,25,171,250,240,255,3,Medium Intensity Developed,25,Snow/Ice,Medium Intensity Developed to Snow/Ice,325,0.658823529412000,0.600000000000000,0.658823529412000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000
,76,0.000000000000000,4,1,0,0,0,255,4,Low Intensity Developed,1,Unclassified,Low Intensity Developed to Unclassified,401,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,77,9.000000000000000,4,2,242,242,242,255,4,Low Intensity Developed,2,High Intensity Developed,Low Intensity Developed to High Intensity Developed,402,0.556862745098000,0.458823529412000,0.486274509804000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000
,78,14.000000000000000,4,3,168,153,168,255,4,Low Intensity Developed,3,Medium Intensity Developed,Low Intensity Developed to Medium Intensity Developed,403,0.556862745098000,0.458823529412000,0.486274509804000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000
,79,85860.000000000000000,4,4,194,217,222,255,4,Low Intensity Developed,4,Low Intensity Developed,Low Intensity Developed to Low Intensity Developed,404,0.556862745098000,0.458823529412000,0.486274509804000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000
,80,6.000000000000000,4,5,194,204,56,255,4,Low Intensity Developed,5,Developed Open Space,Low Intensity Developed to Developed Open Space,405,0.556862745098000,0.458823529412000,0.486274509804000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000
,81,12.000000000000000,4,6,84,33,0,255,4,Low Intensity Developed,6,Cultivated,Low Intensity Developed to Cultivated,406,0.556862745098000,0.458823529412000,0.486274509804000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000
,82,0.000000000000000,4,7,194,161,79,255,4,Low Intensity Developed,7,Pasture/Hay,Low Intensity Developed to Pasture/Hay,407,0.556862745098000,0.458823529412000,0.486274509804000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000
,83,0.000000000000000,4,8,242,186,135,255,4,Low Intensity Developed,8,Grassland,Low Intensity Developed to Grassland,408,0.556862745098000,0.458823529412000,0.486274509804000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000
,84,0.000000000000000,4,9,0,242,0,255,4,Low Intensity Developed,9,Deciduous Forest,Low Intensity Developed to Deciduous Forest,409,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000
,85,4.000000000000000,4,10,0,59,0,255,4,Low Intensity Developed,10,Evergreen Forest,Low Intensity Developed to Evergreen Forest,410,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000
,86,0.000000000000000,4,11,8,161,59,255,4,Low Intensity Developed,11,Mixed Forest,Low Intensity Developed to Mixed Forest,411,0.556862745098000,0.458823529412000,0.486274509804000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000
,87,8.000000000000000,4,12,110,110,0,255,4,Low Intensity Developed,12,Scrub/Shrub,Low Intensity Developed to Scrub/Shrub,412,0.556862745098000,0.458823529412000,0.486274509804000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000
,88,0.000000000000000,4,13,0,92,92,255,4,Low Intensity Developed,13,Palustrine Forested Wetland,Low Intensity Developed to Palustrine Forested Wetland,413,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000
,89,0.000000000000000,4,14,242,110,0,255,4,Low Intensity Developed,14,Palustrine Scrub/Shrub Wetland,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,414,0.556862745098000,0.458823529412000,0.486274509804000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000
,90,0.000000000000000,4,15,242,0,242,255,4,Low Intensity Developed,15,Palustrine Emergent Wetland,Low Intensity Developed to Palustrine Emergent Wetland,415,0.556862745098000,0.458823529412000,0.486274509804000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000
,91,0.000000000000000,4,16,61,0,61,255,4,Low Intensity Developed,16,Estuarine Forested Wetland,Low Intensity Developed to Estuarine Forested Wetland,416,0.556862745098000,0.458823529412000,0.486274509804000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,92,0.000000000000000,4,17,110,0,110,255,4,Low Intensity Developed,17,Estuarine Scrub/Shrub Wetland,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,417,0.556862745098000,0.458823529412000,0.486274509804000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,93,0.000000000000000,4,18,176,0,176,255,4,Low Intensity Developed,18,Estuarine Emergent Wetland,Low Intensity Developed to Estuarine Emergent Wetland,418,0.556862745098000,0.458823529412000,0.486274509804000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,94,0.000000000000000,4,19,0,242,242,255,4,Low Intensity Developed,19,Unconsolidated Shore,Low Intensity Developed to Unconsolidated Shore,419,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,95,2.000000000000000,4,20,242,242,0,255,4,Low Intensity Developed,20,Bare Land,Low Intensity Developed to Bare Land,420,0.556862745098000,0.458823529412000,0.486274509804000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,96,0.000000000000000,4,21,0,0,120,255,4,Low Intensity Developed,21,Water,Low Intensity Developed to Water,421,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,97,0.000000000000000,4,22,0,0,242,255,4,Low Intensity Developed,22,Palustrine Aquatic Bed,Low Intensity Developed to Palustrine Aquatic Bed,422,0.556862745098000,0.458823529412000,0.486274509804000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
