"Timestep","StratumID","SecondaryStratumID","StateClassID","FlowGroupID","Value","DistributionType","DistributionFrequencyID","DistributionSD"
2029,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.913449509779113,"Normal","Iteration and Timestep",0.025
2030,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.908555932250961,"Normal","Iteration and Timestep",0.025
2031,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.903656497272965,"Normal","Iteration and Timestep",0.025
2032,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.898741914809066,"Normal","Iteration and Timestep",0.025
2033,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.893808150356789,"Normal","Iteration and Timestep",0.025
2034,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.888863790957789,"Normal","Iteration and Timestep",0.025
2035,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.883913047487319,"Normal","Iteration and Timestep",0.025
2036,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.878956951261945,"Normal","Iteration and Timestep",0.025
2037,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.873995108174847,"Normal","Iteration and Timestep",0.025
2038,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.869024281258617,"Normal","Iteration and Timestep",0.025
2039,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.864040348809019,"Normal","Iteration and Timestep",0.025
2040,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.859041392427203,"Normal","Iteration and Timestep",0.025
2041,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.854027248175052,"Normal","Iteration and Timestep",0.025
2042,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.84899245788273,"Normal","Iteration and Timestep",0.025
2043,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.843928801520806,"Normal","Iteration and Timestep",0.025
2044,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.838838293200244,"Normal","Iteration and Timestep",0.025
2045,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.833728980679254,"Normal","Iteration and Timestep",0.025
2046,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.828605259342237,"Normal","Iteration and Timestep",0.025
2047,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.823468424546677,"Normal","Iteration and Timestep",0.025
2048,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.818318423402321,"Normal","Iteration and Timestep",0.025
2049,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.813152362752235,"Normal","Iteration and Timestep",0.025
2050,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.807966418146085,"Normal","Iteration and Timestep",0.025
2051,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.80893911394983,"Normal","Iteration and Timestep",0.025
2052,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.809401256245035,"Normal","Iteration and Timestep",0.025
2053,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.809831864146535,"Normal","Iteration and Timestep",0.025
2054,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.810228863817772,"Normal","Iteration and Timestep",0.025
2055,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.810593625971271,"Normal","Iteration and Timestep",0.025
2056,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.810934281980707,"Normal","Iteration and Timestep",0.025
2057,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.811255577845675,"Normal","Iteration and Timestep",0.025
2058,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.811559213565483,"Normal","Iteration and Timestep",0.025
2059,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.811845539901853,"Normal","Iteration and Timestep",0.025
2060,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812111941106844,"Normal","Iteration and Timestep",0.025
2061,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812354604972187,"Normal","Iteration and Timestep",0.025
2062,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.81256591748912,"Normal","Iteration and Timestep",0.025
2063,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812740502013281,"Normal","Iteration and Timestep",0.025
2064,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812879397168404,"Normal","Iteration and Timestep",0.025
2065,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.81297963594261,"Normal","Iteration and Timestep",0.025
2066,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.813042343532341,"Normal","Iteration and Timestep",0.025
2067,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.81307563849158,"Normal","Iteration and Timestep",0.025
2068,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.813084347909958,"Normal","Iteration and Timestep",0.025
2069,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.813070166665965,"Normal","Iteration and Timestep",0.025
2070,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.813033483927075,"Normal","Iteration and Timestep",0.025
2071,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812971598420391,"Normal","Iteration and Timestep",0.025
2072,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812874718498046,"Normal","Iteration and Timestep",0.025
2073,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.81273551347053,"Normal","Iteration and Timestep",0.025
2074,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812554385036478,"Normal","Iteration and Timestep",0.025
2075,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.812332014414088,"Normal","Iteration and Timestep",0.025
2076,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.81206533307671,"Normal","Iteration and Timestep",0.025
2077,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.811755258057883,"Normal","Iteration and Timestep",0.025
2078,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.811409923073418,"Normal","Iteration and Timestep",0.025
2079,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.811034290882098,"Normal","Iteration and Timestep",0.025
2080,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.81063016670592,"Normal","Iteration and Timestep",0.025
2081,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.810198141176521,"Normal","Iteration and Timestep",0.025
2082,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.809761940089739,"Normal","Iteration and Timestep",0.025
2083,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.809341397101514,"Normal","Iteration and Timestep",0.025
2084,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.808931222161781,"Normal","Iteration and Timestep",0.025
2085,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.808529496503861,"Normal","Iteration and Timestep",0.025
2086,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.808134946527902,"Normal","Iteration and Timestep",0.025
2087,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.807742830795042,"Normal","Iteration and Timestep",0.025
2088,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.807352629696117,"Normal","Iteration and Timestep",0.025
2089,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.806971280749895,"Normal","Iteration and Timestep",0.025
2090,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.806602820016833,"Normal","Iteration and Timestep",0.025
2091,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.806248228389545,"Normal","Iteration and Timestep",0.025
2092,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.805907181320543,"Normal","Iteration and Timestep",0.025
2093,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.805576144758613,"Normal","Iteration and Timestep",0.025
2094,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.805250268494416,"Normal","Iteration and Timestep",0.025
2095,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.804926817762298,"Normal","Iteration and Timestep",0.025
2096,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.80460500983488,"Normal","Iteration and Timestep",0.025
2097,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.804284674855777,"Normal","Iteration and Timestep",0.025
2098,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.803961840591684,"Normal","Iteration and Timestep",0.025
2099,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.803636584507207,"Normal","Iteration and Timestep",0.025
2100,"Dry","Hawai'i","Agriculture:All","Growth [Type]",0.803316387700566,"Normal","Iteration and Timestep",0.025
2011,"Dry","Hawai'i","Forest:All","Growth [Type]",1.00107286,"Normal","Iteration and Timestep",0.025
2012,"Dry","Hawai'i","Forest:All","Growth [Type]",0.997567337042142,"Normal","Iteration and Timestep",0.025
2013,"Dry","Hawai'i","Forest:All","Growth [Type]",0.994059037107672,"Normal","Iteration and Timestep",0.025
2014,"Dry","Hawai'i","Forest:All","Growth [Type]",0.990550484396882,"Normal","Iteration and Timestep",0.025
2015,"Dry","Hawai'i","Forest:All","Growth [Type]",0.987042263780114,"Normal","Iteration and Timestep",0.025
2016,"Dry","Hawai'i","Forest:All","Growth [Type]",0.983531688849359,"Normal","Iteration and Timestep",0.025
2017,"Dry","Hawai'i","Forest:All","Growth [Type]",0.980015084076928,"Normal","Iteration and Timestep",0.025
2018,"Dry","Hawai'i","Forest:All","Growth [Type]",0.976491063420353,"Normal","Iteration and Timestep",0.025
2019,"Dry","Hawai'i","Forest:All","Growth [Type]",0.972960036818654,"Normal","Iteration and Timestep",0.025
2020,"Dry","Hawai'i","Forest:All","Growth [Type]",0.969422712555998,"Normal","Iteration and Timestep",0.025
2021,"Dry","Hawai'i","Forest:All","Growth [Type]",0.965876255378745,"Normal","Iteration and Timestep",0.025
2022,"Dry","Hawai'i","Forest:All","Growth [Type]",0.96232523822059,"Normal","Iteration and Timestep",0.025
2023,"Dry","Hawai'i","Forest:All","Growth [Type]",0.958780271087564,"Normal","Iteration and Timestep",0.025
2024,"Dry","Hawai'i","Forest:All","Growth [Type]",0.955244738653633,"Normal","Iteration and Timestep",0.025
2025,"Dry","Hawai'i","Forest:All","Growth [Type]",0.951718899098292,"Normal","Iteration and Timestep",0.025
2026,"Dry","Hawai'i","Forest:All","Growth [Type]",0.948201697475718,"Normal","Iteration and Timestep",0.025
2027,"Dry","Hawai'i","Forest:All","Growth [Type]",0.944689261433965,"Normal","Iteration and Timestep",0.025
2028,"Dry","Hawai'i","Forest:All","Growth [Type]",0.941176941362918,"Normal","Iteration and Timestep",0.025
2029,"Dry","Hawai'i","Forest:All","Growth [Type]",0.937662505683816,"Normal","Iteration and Timestep",0.025
2030,"Dry","Hawai'i","Forest:All","Growth [Type]",0.934145645577909,"Normal","Iteration and Timestep",0.025
2031,"Dry","Hawai'i","Forest:All","Growth [Type]",0.930626517518706,"Normal","Iteration and Timestep",0.025
2032,"Dry","Hawai'i","Forest:All","Growth [Type]",0.927095585337072,"Normal","Iteration and Timestep",0.025
2033,"Dry","Hawai'i","Forest:All","Growth [Type]",0.923548676245878,"Normal","Iteration and Timestep",0.025
2034,"Dry","Hawai'i","Forest:All","Growth [Type]",0.919994660075863,"Normal","Iteration and Timestep",0.025
2035,"Dry","Hawai'i","Forest:All","Growth [Type]",0.916437922481356,"Normal","Iteration and Timestep",0.025
2036,"Dry","Hawai'i","Forest:All","Growth [Type]",0.912879581858606,"Normal","Iteration and Timestep",0.025
2037,"Dry","Hawai'i","Forest:All","Growth [Type]",0.909319281465872,"Normal","Iteration and Timestep",0.025
2038,"Dry","Hawai'i","Forest:All","Growth [Type]",0.905753700007567,"Normal","Iteration and Timestep",0.025
2039,"Dry","Hawai'i","Forest:All","Growth [Type]",0.902178570684655,"Normal","Iteration and Timestep",0.025
2040,"Dry","Hawai'i","Forest:All","Growth [Type]",0.898591896935337,"Normal","Iteration and Timestep",0.025
2041,"Dry","Hawai'i","Forest:All","Growth [Type]",0.894993513788066,"Normal","Iteration and Timestep",0.025
2042,"Dry","Hawai'i","Forest:All","Growth [Type]",0.891377689134402,"Normal","Iteration and Timestep",0.025
2043,"Dry","Hawai'i","Forest:All","Growth [Type]",0.88773574656131,"Normal","Iteration and Timestep",0.025
2044,"Dry","Hawai'i","Forest:All","Growth [Type]",0.884069727453115,"Normal","Iteration and Timestep",0.025
2045,"Dry","Hawai'i","Forest:All","Growth [Type]",0.880388058742006,"Normal","Iteration and Timestep",0.025
2046,"Dry","Hawai'i","Forest:All","Growth [Type]",0.876695368511602,"Normal","Iteration and Timestep",0.025
2047,"Dry","Hawai'i","Forest:All","Growth [Type]",0.872993031596782,"Normal","Iteration and Timestep",0.025
2048,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86928100485892,"Normal","Iteration and Timestep",0.025
2049,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865556220908934,"Normal","Iteration and Timestep",0.025
2050,"Dry","Hawai'i","Forest:All","Growth [Type]",0.861814593701401,"Normal","Iteration and Timestep",0.025
2051,"Dry","Hawai'i","Forest:All","Growth [Type]",0.862852116326194,"Normal","Iteration and Timestep",0.025
2052,"Dry","Hawai'i","Forest:All","Growth [Type]",0.863462197539291,"Normal","Iteration and Timestep",0.025
2053,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86403891084713,"Normal","Iteration and Timestep",0.025
2054,"Dry","Hawai'i","Forest:All","Growth [Type]",0.864580028956573,"Normal","Iteration and Timestep",0.025
2055,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865086998391159,"Normal","Iteration and Timestep",0.025
2056,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865568489115639,"Normal","Iteration and Timestep",0.025
2057,"Dry","Hawai'i","Forest:All","Growth [Type]",0.866029554187291,"Normal","Iteration and Timestep",0.025
2058,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86647200286467,"Normal","Iteration and Timestep",0.025
2059,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86689619907936,"Normal","Iteration and Timestep",0.025
2060,"Dry","Hawai'i","Forest:All","Growth [Type]",0.867299346543451,"Normal","Iteration and Timestep",0.025
2061,"Dry","Hawai'i","Forest:All","Growth [Type]",0.867677362915075,"Normal","Iteration and Timestep",0.025
2062,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868022103384526,"Normal","Iteration and Timestep",0.025
2063,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868327811378104,"Normal","Iteration and Timestep",0.025
2064,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868595580763136,"Normal","Iteration and Timestep",0.025
2065,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868822226556206,"Normal","Iteration and Timestep",0.025
2066,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869008932405104,"Normal","Iteration and Timestep",0.025
2067,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869164361846788,"Normal","Iteration and Timestep",0.025
2068,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869293663947555,"Normal","Iteration and Timestep",0.025
2069,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869398638189443,"Normal","Iteration and Timestep",0.025
2070,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869479693156084,"Normal","Iteration and Timestep",0.025
2071,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86953392654859,"Normal","Iteration and Timestep",0.025
2072,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869550857474593,"Normal","Iteration and Timestep",0.025
2073,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869522624335361,"Normal","Iteration and Timestep",0.025
2074,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869449640587191,"Normal","Iteration and Timestep",0.025
2075,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869332614512516,"Normal","Iteration and Timestep",0.025
2076,"Dry","Hawai'i","Forest:All","Growth [Type]",0.869168244541572,"Normal","Iteration and Timestep",0.025
2077,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868957493867023,"Normal","Iteration and Timestep",0.025
2078,"Dry","Hawai'i","Forest:All","Growth [Type]",0.8687090489695,"Normal","Iteration and Timestep",0.025
2079,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868428209307468,"Normal","Iteration and Timestep",0.025
2080,"Dry","Hawai'i","Forest:All","Growth [Type]",0.868116895590935,"Normal","Iteration and Timestep",0.025
2081,"Dry","Hawai'i","Forest:All","Growth [Type]",0.867775725459168,"Normal","Iteration and Timestep",0.025
2082,"Dry","Hawai'i","Forest:All","Growth [Type]",0.867430104149319,"Normal","Iteration and Timestep",0.025
2083,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86710127556552,"Normal","Iteration and Timestep",0.025
2084,"Dry","Hawai'i","Forest:All","Growth [Type]",0.866783582872918,"Normal","Iteration and Timestep",0.025
2085,"Dry","Hawai'i","Forest:All","Growth [Type]",0.866474971156436,"Normal","Iteration and Timestep",0.025
2086,"Dry","Hawai'i","Forest:All","Growth [Type]",0.866174081519815,"Normal","Iteration and Timestep",0.025
2087,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865875832372265,"Normal","Iteration and Timestep",0.025
2088,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865579668788565,"Normal","Iteration and Timestep",0.025
2089,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865293031836425,"Normal","Iteration and Timestep",0.025
2090,"Dry","Hawai'i","Forest:All","Growth [Type]",0.865020251674693,"Normal","Iteration and Timestep",0.025
2091,"Dry","Hawai'i","Forest:All","Growth [Type]",0.864762387550208,"Normal","Iteration and Timestep",0.025
2092,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86451909755642,"Normal","Iteration and Timestep",0.025
2093,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86428659757682,"Normal","Iteration and Timestep",0.025
2094,"Dry","Hawai'i","Forest:All","Growth [Type]",0.864059686696754,"Normal","Iteration and Timestep",0.025
2095,"Dry","Hawai'i","Forest:All","Growth [Type]",0.863835430240459,"Normal","Iteration and Timestep",0.025
2096,"Dry","Hawai'i","Forest:All","Growth [Type]",0.863612993739115,"Normal","Iteration and Timestep",0.025
2097,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86339219233173,"Normal","Iteration and Timestep",0.025
2098,"Dry","Hawai'i","Forest:All","Growth [Type]",0.863168764339179,"Normal","Iteration and Timestep",0.025
2099,"Dry","Hawai'i","Forest:All","Growth [Type]",0.86294278851679,"Normal","Iteration and Timestep",0.025
2100,"Dry","Hawai'i","Forest:All","Growth [Type]",0.862722302639159,"Normal","Iteration and Timestep",0.025
2011,"Dry","Hawai'i","Grassland:All","Growth [Type]",1.00107286,"Normal","Iteration and Timestep",0.025
2012,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.996821065508463,"Normal","Iteration and Timestep",0.025
2013,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.992564882251896,"Normal","Iteration and Timestep",0.025
2014,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.988306816637291,"Normal","Iteration and Timestep",0.025
2015,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.984047426546809,"Normal","Iteration and Timestep",0.025
2016,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.979784012821535,"Normal","Iteration and Timestep",0.025
2017,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.975512898705066,"Normal","Iteration and Timestep",0.025
2018,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.971232696877538,"Normal","Iteration and Timestep",0.025
2019,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.966943806124428,"Normal","Iteration and Timestep",0.025
2020,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.962646923070641,"Normal","Iteration and Timestep",0.025
2021,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.958339224973055,"Normal","Iteration and Timestep",0.025
2022,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.954025242542358,"Normal","Iteration and Timestep",0.025
2023,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.949715472238359,"Normal","Iteration and Timestep",0.025
2024,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.945413220709688,"Normal","Iteration and Timestep",0.025
2025,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.941118693722463,"Normal","Iteration and Timestep",0.025
2026,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.936830797761963,"Normal","Iteration and Timestep",0.025
2027,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.932545656707417,"Normal","Iteration and Timestep",0.025
2028,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.928258647419139,"Normal","Iteration and Timestep",0.025
2029,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.923967537930401,"Normal","Iteration and Timestep",0.025
2030,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.919672000596095,"Normal","Iteration and Timestep",0.025
2031,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.915372166098251,"Normal","Iteration and Timestep",0.025
2032,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.91105863601443,"Normal","Iteration and Timestep",0.025
2033,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.906727315054734,"Normal","Iteration and Timestep",0.025
2034,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.902386915424807,"Normal","Iteration and Timestep",0.025
2035,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.898041723210312,"Normal","Iteration and Timestep",0.025
2036,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.89369280504765,"Normal","Iteration and Timestep",0.025
2037,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.889339787181113,"Normal","Iteration and Timestep",0.025
2038,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.884979392919618,"Normal","Iteration and Timestep",0.025
2039,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.880607439146082,"Normal","Iteration and Timestep",0.025
2040,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.876221972788418,"Normal","Iteration and Timestep",0.025
2041,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.871822828694069,"Normal","Iteration and Timestep",0.025
2042,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.867404432083778,"Normal","Iteration and Timestep",0.025
2043,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.862958363191059,"Normal","Iteration and Timestep",0.025
2044,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.858486645892175,"Normal","Iteration and Timestep",0.025
2045,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.853997496818649,"Normal","Iteration and Timestep",0.025
2046,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.849495409905594,"Normal","Iteration and Timestep",0.025
2047,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.844981714896398,"Normal","Iteration and Timestep",0.025
2048,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.84045636372642,"Normal","Iteration and Timestep",0.025
2049,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.835916388600412,"Normal","Iteration and Timestep",0.025
2050,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.831357849338597,"Normal","Iteration and Timestep",0.025
2051,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.832358705653042,"Normal","Iteration and Timestep",0.025
2052,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.832964685724765,"Normal","Iteration and Timestep",0.025
2053,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.83353851586843,"Normal","Iteration and Timestep",0.025
2054,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.834078047502724,"Normal","Iteration and Timestep",0.025
2055,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.834584672950553,"Normal","Iteration and Timestep",0.025
2056,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.835066754705674,"Normal","Iteration and Timestep",0.025
2057,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.835529165269323,"Normal","Iteration and Timestep",0.025
2058,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.835973651135018,"Normal","Iteration and Timestep",0.025
2059,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.836400561252387,"Normal","Iteration and Timestep",0.025
2060,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.836807196652346,"Normal","Iteration and Timestep",0.025
2061,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.837189616097503,"Normal","Iteration and Timestep",0.025
2062,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.837539961426573,"Normal","Iteration and Timestep",0.025
2063,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.837852675009542,"Normal","Iteration and Timestep",0.025
2064,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.838128810069112,"Normal","Iteration and Timestep",0.025
2065,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.838365289883174,"Normal","Iteration and Timestep",0.025
2066,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.838563256270029,"Normal","Iteration and Timestep",0.025
2067,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.838731065896898,"Normal","Iteration and Timestep",0.025
2068,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.838873685827602,"Normal","Iteration and Timestep",0.025
2069,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.838992849928594,"Normal","Iteration and Timestep",0.025
2070,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.839088953166392,"Normal","Iteration and Timestep",0.025
2071,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.839159192075247,"Normal","Iteration and Timestep",0.025
2072,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.839193449044334,"Normal","Iteration and Timestep",0.025
2073,"Dry","Hawai'i","Grassland:All","Growth [Type]",0.83918413659259,"Normal","Iteration and Timestep",0.025
