"StratumID","StateClassID","StateAttributeTypeID","AgeMin","AgeMax","Value"
"Dry","Forest:All","Initial Conditions: Litter",39,39,0.152845
"Dry","Forest:All","Initial Conditions: Litter",40,40,0.156905
"Dry","Forest:All","Initial Conditions: Litter",41,41,0.160711
"Dry","Forest:All","Initial Conditions: Litter",42,42,0.164302
"Dry","Forest:All","Initial Conditions: Litter",43,43,0.167614
"Dry","Forest:All","Initial Conditions: Litter",44,44,0.170734
"Dry","Forest:All","Initial Conditions: Litter",45,45,0.173667
"Dry","Forest:All","Initial Conditions: Litter",46,46,0.176254
"Dry","Forest:All","Initial Conditions: Litter",47,47,0.178645
"Dry","Forest:All","Initial Conditions: Litter",48,48,0.18089
"Dry","Forest:All","Initial Conditions: Litter",49,49,0.182955
"Dry","Forest:All","Initial Conditions: Litter",50,50,0.184775
"Dry","Forest:All","Initial Conditions: Litter",51,51,0.186335
"Dry","Forest:All","Initial Conditions: Litter",52,52,0.187752
"Dry","Forest:All","Initial Conditions: Litter",53,53,0.189059
"Dry","Forest:All","Initial Conditions: Litter",54,54,0.190121
"Dry","Forest:All","Initial Conditions: Litter",55,55,0.191122
"Dry","Forest:All","Initial Conditions: Litter",56,56,0.192074
"Dry","Forest:All","Initial Conditions: Litter",57,57,0.192852
"Dry","Forest:All","Initial Conditions: Litter",58,58,0.193465
"Dry","Forest:All","Initial Conditions: Litter",59,59,0.194092
"Dry","Forest:All","Initial Conditions: Litter",60,60,0.194557
"Dry","Forest:All","Initial Conditions: Litter",61,61,0.195062
"Dry","Forest:All","Initial Conditions: Litter",62,62,0.195343
"Dry","Forest:All","Initial Conditions: Litter",63,63,0.195578
"Dry","Forest:All","Initial Conditions: Litter",64,64,0.195815
"Dry","Forest:All","Initial Conditions: Litter",65,65,0.196081
"Dry","Forest:All","Initial Conditions: Litter",66,66,0.196211
"Dry","Forest:All","Initial Conditions: Litter",67,67,0.196346
"Dry","Forest:All","Initial Conditions: Litter",68,68,0.196479
"Dry","Forest:All","Initial Conditions: Litter",69,69,0.196444
"Dry","Forest:All","Initial Conditions: Litter",70,70,0.196423
"Dry","Forest:All","Initial Conditions: Litter",71,71,0.196397
"Dry","Forest:All","Initial Conditions: Litter",72,72,0.196405
"Dry","Forest:All","Initial Conditions: Litter",73,73,0.196337
"Dry","Forest:All","Initial Conditions: Litter",74,74,0.196399
"Dry","Forest:All","Initial Conditions: Litter",75,75,0.196305
"Dry","Forest:All","Initial Conditions: Litter",76,76,0.19624
"Dry","Forest:All","Initial Conditions: Litter",77,77,0.19609
"Dry","Forest:All","Initial Conditions: Litter",78,78,0.195698
"Dry","Forest:All","Initial Conditions: Litter",79,79,0.195337
"Dry","Forest:All","Initial Conditions: Litter",80,80,0.19488
"Dry","Forest:All","Initial Conditions: Litter",81,81,0.194363
"Dry","Forest:All","Initial Conditions: Litter",82,82,0.193828
"Dry","Forest:All","Initial Conditions: Litter",83,83,0.193317
"Dry","Forest:All","Initial Conditions: Litter",84,84,0.192807
"Dry","Forest:All","Initial Conditions: Litter",85,85,0.192351
"Dry","Forest:All","Initial Conditions: Litter",86,86,0.191916
"Dry","Forest:All","Initial Conditions: Litter",87,87,0.191526
"Dry","Forest:All","Initial Conditions: Litter",88,88,0.191126
"Dry","Forest:All","Initial Conditions: Litter",89,89,0.190786
"Dry","Forest:All","Initial Conditions: Litter",90,90,0.190388
"Dry","Forest:All","Initial Conditions: Litter",91,91,0.190228
"Dry","Forest:All","Initial Conditions: Litter",92,92,0.189986
"Dry","Forest:All","Initial Conditions: Litter",93,93,0.189762
"Dry","Forest:All","Initial Conditions: Litter",94,94,0.1895
"Dry","Forest:All","Initial Conditions: Litter",95,95,0.189361
"Dry","Forest:All","Initial Conditions: Litter",96,96,0.189157
"Dry","Forest:All","Initial Conditions: Litter",97,97,0.189023
"Dry","Forest:All","Initial Conditions: Litter",98,98,0.18892
"Dry","Forest:All","Initial Conditions: Litter",99,99,0.188744
"Dry","Forest:All","Initial Conditions: Litter",100,100,0.188691
"Dry","Forest:All","Initial Conditions: Litter",101,101,0.188625
"Dry","Forest:All","Initial Conditions: Litter",102,102,0.188624
"Dry","Forest:All","Initial Conditions: Litter",103,103,0.188521
"Dry","Forest:All","Initial Conditions: Litter",104,104,0.188492
"Dry","Forest:All","Initial Conditions: Litter",105,105,0.188369
"Dry","Forest:All","Initial Conditions: Litter",106,106,0.18834
"Dry","Forest:All","Initial Conditions: Litter",107,107,0.188344
"Dry","Forest:All","Initial Conditions: Litter",108,108,0.188278
"Dry","Forest:All","Initial Conditions: Litter",109,109,0.188294
"Dry","Forest:All","Initial Conditions: Litter",110,,0.188212
"Dry","Forest:All","Initial Conditions: Living Biomass",1,1,0.507406
"Dry","Forest:All","Initial Conditions: Living Biomass",2,2,0.687953
"Dry","Forest:All","Initial Conditions: Living Biomass",3,3,0.804809
"Dry","Forest:All","Initial Conditions: Living Biomass",4,4,0.904179
"Dry","Forest:All","Initial Conditions: Living Biomass",5,5,0.997267
"Dry","Forest:All","Initial Conditions: Living Biomass",6,6,1.084853
"Dry","Forest:All","Initial Conditions: Living Biomass",7,7,1.168031
"Dry","Forest:All","Initial Conditions: Living Biomass",8,8,1.245665
"Dry","Forest:All","Initial Conditions: Living Biomass",9,9,1.317958
"Dry","Forest:All","Initial Conditions: Living Biomass",10,10,1.385874
"Dry","Forest:All","Initial Conditions: Living Biomass",11,11,1.448686
"Dry","Forest:All","Initial Conditions: Living Biomass",12,12,1.507896
"Dry","Forest:All","Initial Conditions: Living Biomass",13,13,1.56322
"Dry","Forest:All","Initial Conditions: Living Biomass",14,14,1.614883
"Dry","Forest:All","Initial Conditions: Living Biomass",15,15,1.66316
"Dry","Forest:All","Initial Conditions: Living Biomass",16,16,1.708003
"Dry","Forest:All","Initial Conditions: Living Biomass",17,17,1.750565
"Dry","Forest:All","Initial Conditions: Living Biomass",18,18,1.790215
"Dry","Forest:All","Initial Conditions: Living Biomass",19,19,1.826698
"Dry","Forest:All","Initial Conditions: Living Biomass",20,20,1.861043
"Dry","Forest:All","Initial Conditions: Living Biomass",21,21,1.893364
"Dry","Forest:All","Initial Conditions: Living Biomass",22,22,1.923664
"Dry","Forest:All","Initial Conditions: Living Biomass",23,23,1.951743
"Dry","Forest:All","Initial Conditions: Living Biomass",24,24,1.978265
"Dry","Forest:All","Initial Conditions: Living Biomass",25,25,2.002748
"Dry","Forest:All","Initial Conditions: Living Biomass",26,26,2.026006
"Dry","Forest:All","Initial Conditions: Living Biomass",27,27,2.047075
"Dry","Forest:All","Initial Conditions: Living Biomass",28,28,2.067082
"Dry","Forest:All","Initial Conditions: Living Biomass",29,29,2.086161
"Dry","Forest:All","Initial Conditions: Living Biomass",30,30,2.103707
"Dry","Forest:All","Initial Conditions: Living Biomass",31,31,2.120471
"Dry","Forest:All","Initial Conditions: Living Biomass",32,32,2.136234
"Dry","Forest:All","Initial Conditions: Living Biomass",33,33,2.151212
"Dry","Forest:All","Initial Conditions: Living Biomass",34,34,2.164965
"Dry","Forest:All","Initial Conditions: Living Biomass",35,35,2.178049
"Dry","Forest:All","Initial Conditions: Living Biomass",36,36,2.190395
"Dry","Forest:All","Initial Conditions: Living Biomass",37,37,2.201606
"Dry","Forest:All","Initial Conditions: Living Biomass",38,38,2.212357
"Dry","Forest:All","Initial Conditions: Living Biomass",39,39,2.222656
"Dry","Forest:All","Initial Conditions: Living Biomass",40,40,2.232406
"Dry","Forest:All","Initial Conditions: Living Biomass",41,41,2.241863
"Dry","Forest:All","Initial Conditions: Living Biomass",42,42,2.249887
"Dry","Forest:All","Initial Conditions: Living Biomass",43,43,2.257989
"Dry","Forest:All","Initial Conditions: Living Biomass",44,44,2.265775
"Dry","Forest:All","Initial Conditions: Living Biomass",45,45,2.272848
"Dry","Forest:All","Initial Conditions: Living Biomass",46,46,2.280039
"Dry","Forest:All","Initial Conditions: Living Biomass",47,47,2.286433
"Dry","Forest:All","Initial Conditions: Living Biomass",48,48,2.292572
"Dry","Forest:All","Initial Conditions: Living Biomass",49,49,2.298623
"Dry","Forest:All","Initial Conditions: Living Biomass",50,50,2.304168
"Dry","Forest:All","Initial Conditions: Living Biomass",51,51,2.308965
"Dry","Forest:All","Initial Conditions: Living Biomass",52,52,2.313718
"Dry","Forest:All","Initial Conditions: Living Biomass",53,53,2.318594
"Dry","Forest:All","Initial Conditions: Living Biomass",54,54,2.323002
"Dry","Forest:All","Initial Conditions: Living Biomass",55,55,2.326708
"Dry","Forest:All","Initial Conditions: Living Biomass",56,56,2.330963
"Dry","Forest:All","Initial Conditions: Living Biomass",57,57,2.334093
"Dry","Forest:All","Initial Conditions: Living Biomass",58,58,2.337571
"Dry","Forest:All","Initial Conditions: Living Biomass",59,59,2.341049
"Dry","Forest:All","Initial Conditions: Living Biomass",60,60,2.34395
"Dry","Forest:All","Initial Conditions: Living Biomass",61,61,2.346804
"Dry","Forest:All","Initial Conditions: Living Biomass",62,62,2.34977
"Dry","Forest:All","Initial Conditions: Living Biomass",63,63,2.352004
"Dry","Forest:All","Initial Conditions: Living Biomass",64,64,2.354646
"Dry","Forest:All","Initial Conditions: Living Biomass",65,65,2.356808
"Dry","Forest:All","Initial Conditions: Living Biomass",66,66,2.359168
"Dry","Forest:All","Initial Conditions: Living Biomass",67,67,2.361325
"Dry","Forest:All","Initial Conditions: Living Biomass",68,68,2.363149
"Dry","Forest:All","Initial Conditions: Living Biomass",69,69,2.364734
"Dry","Forest:All","Initial Conditions: Living Biomass",70,70,2.366329
"Dry","Forest:All","Initial Conditions: Living Biomass",71,71,2.367781
"Dry","Forest:All","Initial Conditions: Living Biomass",72,72,2.369579
"Dry","Forest:All","Initial Conditions: Living Biomass",73,73,2.371355
"Dry","Forest:All","Initial Conditions: Living Biomass",74,74,2.372501
"Dry","Forest:All","Initial Conditions: Living Biomass",75,75,2.37367
"Dry","Forest:All","Initial Conditions: Living Biomass",76,76,2.375006
"Dry","Forest:All","Initial Conditions: Living Biomass",77,77,2.3759
"Dry","Forest:All","Initial Conditions: Living Biomass",78,78,2.377293
"Dry","Forest:All","Initial Conditions: Living Biomass",79,79,2.377917
"Dry","Forest:All","Initial Conditions: Living Biomass",80,80,2.378888
"Dry","Forest:All","Initial Conditions: Living Biomass",81,81,2.379495
"Dry","Forest:All","Initial Conditions: Living Biomass",82,82,2.380465
"Dry","Forest:All","Initial Conditions: Living Biomass",83,83,2.381421
"Dry","Forest:All","Initial Conditions: Living Biomass",84,84,2.381762
"Dry","Forest:All","Initial Conditions: Living Biomass",85,85,2.382432
"Dry","Forest:All","Initial Conditions: Living Biomass",86,86,2.382959
"Dry","Forest:All","Initial Conditions: Living Biomass",87,87,2.383594
"Dry","Forest:All","Initial Conditions: Living Biomass",88,88,2.384071
"Dry","Forest:All","Initial Conditions: Living Biomass",89,89,2.384371
"Dry","Forest:All","Initial Conditions: Living Biomass",90,90,2.384854
"Dry","Forest:All","Initial Conditions: Living Biomass",91,91,2.384928
"Dry","Forest:All","Initial Conditions: Living Biomass",92,92,2.385597
"Dry","Forest:All","Initial Conditions: Living Biomass",93,93,2.38597
"Dry","Forest:All","Initial Conditions: Living Biomass",94,94,2.386419
"Dry","Forest:All","Initial Conditions: Living Biomass",95,95,2.38659
"Dry","Forest:All","Initial Conditions: Living Biomass",96,96,2.386888
"Dry","Forest:All","Initial Conditions: Living Biomass",97,97,2.387148
"Dry","Forest:All","Initial Conditions: Living Biomass",98,98,2.387678
"Dry","Forest:All","Initial Conditions: Living Biomass",99,99,2.387668
"Dry","Forest:All","Initial Conditions: Living Biomass",100,100,2.388072
"Dry","Forest:All","Initial Conditions: Living Biomass",101,101,2.388263
"Dry","Forest:All","Initial Conditions: Living Biomass",102,102,2.388887
"Dry","Forest:All","Initial Conditions: Living Biomass",103,103,2.388545
"Dry","Forest:All","Initial Conditions: Living Biomass",104,104,2.388953
"Dry","Forest:All","Initial Conditions: Living Biomass",105,105,2.389102
"Dry","Forest:All","Initial Conditions: Living Biomass",106,106,2.389328
"Dry","Forest:All","Initial Conditions: Living Biomass",107,107,2.389595
"Dry","Forest:All","Initial Conditions: Living Biomass",108,108,2.389513
"Dry","Forest:All","Initial Conditions: Living Biomass",109,109,2.389628
"Dry","Forest:All","Initial Conditions: Living Biomass",110,,2.389543
"Dry","Forest:All","Initial Conditions: Soil",1,1,6.166858
"Dry","Forest:All","Initial Conditions: Soil",2,2,6.298814
"Dry","Forest:All","Initial Conditions: Soil",3,3,6.299179
"Dry","Forest:All","Initial Conditions: Soil",4,4,6.299891
"Dry","Forest:All","Initial Conditions: Soil",5,5,6.303387
"Dry","Forest:All","Initial Conditions: Soil",6,6,6.306368
"Dry","Forest:All","Initial Conditions: Soil",7,7,6.309455
"Dry","Forest:All","Initial Conditions: Soil",8,8,6.312479
"Dry","Forest:All","Initial Conditions: Soil",9,9,6.315471
"Dry","Forest:All","Initial Conditions: Soil",10,10,6.318373
"Dry","Forest:All","Initial Conditions: Soil",11,11,6.310963
"Dry","Forest:All","Initial Conditions: Soil",12,12,6.303447
"Dry","Forest:All","Initial Conditions: Soil",13,13,6.296692
"Dry","Forest:All","Initial Conditions: Soil",14,14,6.290782
"Dry","Forest:All","Initial Conditions: Soil",15,15,6.285851
"Dry","Forest:All","Initial Conditions: Soil",16,16,6.282074
"Dry","Forest:All","Initial Conditions: Soil",17,17,6.279386
"Dry","Forest:All","Initial Conditions: Soil",18,18,6.277952
"Dry","Forest:All","Initial Conditions: Soil",19,19,6.277824
"Dry","Forest:All","Initial Conditions: Soil",20,20,6.278835
"Dry","Forest:All","Initial Conditions: Soil",21,21,6.281182
"Dry","Forest:All","Initial Conditions: Soil",22,22,6.284864
"Dry","Forest:All","Initial Conditions: Soil",23,23,6.289881
"Dry","Forest:All","Initial Conditions: Soil",24,24,6.296161
"Dry","Forest:All","Initial Conditions: Soil",25,25,6.303744
"Dry","Forest:All","Initial Conditions: Soil",26,26,6.312578
"Dry","Forest:All","Initial Conditions: Soil",27,27,6.322573
"Dry","Forest:All","Initial Conditions: Soil",28,28,6.333629
"Dry","Forest:All","Initial Conditions: Soil",29,29,6.345602
"Dry","Forest:All","Initial Conditions: Soil",30,30,6.358505
"Dry","Forest:All","Initial Conditions: Soil",31,31,6.372295
"Dry","Forest:All","Initial Conditions: Soil",32,32,6.38686
"Dry","Forest:All","Initial Conditions: Soil",33,33,6.402142
"Dry","Forest:All","Initial Conditions: Soil",34,34,6.417953
"Dry","Forest:All","Initial Conditions: Soil",35,35,6.434196
"Dry","Forest:All","Initial Conditions: Soil",36,36,6.450898
"Dry","Forest:All","Initial Conditions: Soil",37,37,6.467825
"Dry","Forest:All","Initial Conditions: Soil",38,38,6.48479
"Dry","Forest:All","Initial Conditions: Soil",39,39,6.501721
"Dry","Forest:All","Initial Conditions: Soil",40,40,6.518601
"Dry","Forest:All","Initial Conditions: Soil",41,41,6.535326
"Dry","Forest:All","Initial Conditions: Soil",42,42,6.551858
"Dry","Forest:All","Initial Conditions: Soil",43,43,6.568134
"Dry","Forest:All","Initial Conditions: Soil",44,44,6.584058
"Dry","Forest:All","Initial Conditions: Soil",45,45,6.599793
"Dry","Forest:All","Initial Conditions: Soil",46,46,6.615152
"Dry","Forest:All","Initial Conditions: Soil",47,47,6.630176
"Dry","Forest:All","Initial Conditions: Soil",48,48,6.644831
"Dry","Forest:All","Initial Conditions: Soil",49,49,6.659043
"Dry","Forest:All","Initial Conditions: Soil",50,50,6.672672
"Dry","Forest:All","Initial Conditions: Soil",51,51,6.685832
"Dry","Forest:All","Initial Conditions: Soil",52,52,6.698415
"Dry","Forest:All","Initial Conditions: Soil",53,53,6.710416
"Dry","Forest:All","Initial Conditions: Soil",54,54,6.721814
"Dry","Forest:All","Initial Conditions: Soil",55,55,6.732627
"Dry","Forest:All","Initial Conditions: Soil",56,56,6.743007
"Dry","Forest:All","Initial Conditions: Soil",57,57,6.752766
"Dry","Forest:All","Initial Conditions: Soil",58,58,6.761816
"Dry","Forest:All","Initial Conditions: Soil",59,59,6.770354
"Dry","Forest:All","Initial Conditions: Soil",60,60,6.778365
"Dry","Forest:All","Initial Conditions: Soil",61,61,6.786122
"Dry","Forest:All","Initial Conditions: Soil",62,62,6.793565
"Dry","Forest:All","Initial Conditions: Soil",63,63,6.800792
"Dry","Forest:All","Initial Conditions: Soil",64,64,6.807656
"Dry","Forest:All","Initial Conditions: Soil",65,65,6.814186
"Dry","Forest:All","Initial Conditions: Soil",66,66,6.820336
"Dry","Forest:All","Initial Conditions: Soil",67,67,6.826121
"Dry","Forest:All","Initial Conditions: Soil",68,68,6.831627
"Dry","Forest:All","Initial Conditions: Soil",69,69,6.836921
"Dry","Forest:All","Initial Conditions: Soil",70,70,6.841853
"Dry","Forest:All","Initial Conditions: Soil",71,71,6.846529
"Dry","Forest:All","Initial Conditions: Soil",72,72,6.850983
"Dry","Forest:All","Initial Conditions: Soil",73,73,6.855153
"Dry","Forest:All","Initial Conditions: Soil",74,74,6.859203
"Dry","Forest:All","Initial Conditions: Soil",75,75,6.862985
"Dry","Forest:All","Initial Conditions: Soil",76,76,6.866488
"Dry","Forest:All","Initial Conditions: Soil",77,77,6.869696
"Dry","Forest:All","Initial Conditions: Soil",78,78,6.872526
"Dry","Forest:All","Initial Conditions: Soil",79,79,6.875025
